,image,confidence,TP,FP,acc TP,acc FP,precision,recall
1457,55a158b0d408_image,52.25%,0,1,881,577,0.604252401,0.560789306
1458,6a9d97bd8458_image,52.24%,0,1,881,578,0.603838245,0.560789306
1459,c2d72bbff9fc_image,52.17%,1,0,882,578,0.604109589,0.561425843
1460,a600ed075926_image,52.10%,0,1,882,579,0.603696099,0.561425843
1461,932dabe18d3c_image,52.06%,1,0,883,579,0.603967168,0.562062381
1462,d8067f44e3a5_image,52.04%,0,1,883,580,0.60355434,0.562062381
1463,de540f4137c7_image,51.99%,0,1,883,581,0.603142077,0.562062381
1464,60bcbaadd32e_image,51.93%,1,0,884,581,0.603412969,0.562698918
1465,279b24991da3_image,51.92%,0,1,884,582,0.603001364,0.562698918
1466,db9f538fa315_image,51.90%,1,0,885,582,0.603271984,0.563335455
1467,25bb6f3d25af_image,51.90%,0,1,885,583,0.602861035,0.563335455
1468,c2fc38553d0e_image,51.89%,0,1,885,584,0.602450647,0.563335455
1469,73cc6794cbb8_image,51.83%,0,1,885,585,0.602040816,0.563335455
1470,a5483e0618a0_image,51.79%,0,1,885,586,0.601631543,0.563335455
1471,6226df8a6dcf_image,51.74%,1,0,886,586,0.601902174,0.563971992
1472,6732a1608a89_image,51.71%,1,0,887,586,0.602172437,0.56460853
1473,1faa20910bb8_image,51.69%,0,1,887,587,0.601763908,0.56460853
1474,208bfef6dbb4_image,51.68%,0,1,887,588,0.601355932,0.56460853
1475,920b0417df19_image,51.66%,0,1,887,589,0.600948509,0.56460853
1476,8e40fc497165_image,51.63%,0,1,887,590,0.600541638,0.56460853
1477,1dc3fa353adf_image,51.62%,0,1,887,591,0.600135318,0.56460853
1478,f5c8f9719f56_image,51.61%,0,1,887,592,0.599729547,0.56460853
1479,8e1f25bdf6ec_image,51.56%,0,1,887,593,0.599324324,0.56460853
1480,33c92b6bf73a_image,51.49%,0,1,887,594,0.598919649,0.56460853
1481,9ed5f5971199_image,51.46%,0,1,887,595,0.59851552,0.56460853
1482,ef0cc8c0e7a5_image,51.44%,0,1,887,596,0.598111935,0.56460853
1483,ebab8906e37c_image,51.40%,0,1,887,597,0.597708895,0.56460853
1484,d8e311373f9f_image,51.40%,0,1,887,598,0.597306397,0.56460853
1485,382f83c41da1_image,51.37%,1,0,888,598,0.597577389,0.565245067
1486,cca1c1a5635c_image,51.35%,0,1,888,599,0.597175521,0.565245067
1487,cbbd85c7f618_image,51.34%,0,1,888,600,0.596774194,0.565245067
1488,52623b67acc8_image,51.28%,1,0,889,600,0.597044997,0.565881604
1489,1a1ba7e152ac_image,51.22%,0,1,889,601,0.596644295,0.565881604
1490,de023e0fc394_image,51.17%,0,1,889,602,0.596244131,0.565881604
1491,f051f146f514_image,51.10%,0,1,889,603,0.595844504,0.565881604
1492,6704fd5a65b9_image,51.07%,1,0,890,603,0.596115204,0.566518141
1493,7f2dab97859c_image,51.07%,0,1,890,604,0.595716198,0.566518141
1494,477cf68a3140_image,51.03%,0,1,890,605,0.595317726,0.566518141
1495,d889eeca955d_image,51.00%,0,1,890,606,0.594919786,0.566518141
1496,e9c099d7fe7b_image,50.90%,0,1,890,607,0.594522378,0.566518141
1497,65b25f2f8b86_image,50.90%,0,1,890,608,0.594125501,0.566518141
1498,4cf91b44af5b_image,50.88%,0,1,890,609,0.593729153,0.566518141
1499,4e95d8ca7f2f_image,50.85%,1,0,891,609,0.594,0.567154679
1500,9641578a178b_image,50.85%,1,0,892,609,0.594270486,0.567791216
1501,dbd1ea0edec7_image,50.84%,0,1,892,610,0.593874834,0.567791216
1502,6a9d97bd8458_image,50.76%,0,1,892,611,0.593479707,0.567791216
1503,54e9b0d1d87a_image,50.62%,0,1,892,612,0.593085106,0.567791216
1504,233c7f24c43e_image,50.61%,1,0,893,612,0.593355482,0.568427753
1505,9a7132fee727_image,50.59%,1,0,894,612,0.593625498,0.56906429
1506,a226584b9b79_image,50.57%,0,1,894,613,0.593231586,0.56906429
1507,0e2691505e53_image,50.54%,0,1,894,614,0.592838196,0.56906429
1508,61a1997e7b8f_image,50.50%,0,1,894,615,0.592445328,0.56906429
1509,5e68dfee737d_image,50.45%,1,0,895,615,0.592715232,0.569700827
1510,6ae5b0d0b1e3_image,50.44%,0,1,895,616,0.592322965,0.569700827
1511,55b7e0151363_image,50.34%,1,0,896,616,0.592592593,0.570337365
1512,268f2c15fde1_image,50.26%,0,1,896,617,0.592200925,0.570337365
1513,2b89836e651a_image,50.22%,0,1,896,618,0.591809775,0.570337365
1514,2db404b60c2d_image,50.20%,0,1,896,619,0.591419142,0.570337365
1515,35ad423bca61_image,50.18%,1,0,897,619,0.591688654,0.570973902
1516,6226df8a6dcf_image,50.08%,0,1,897,620,0.591298616,0.570973902
1517,891e69e94d41_image,50.06%,0,1,897,621,0.590909091,0.570973902
1518,8069c13ddcb9_image,50.05%,0,1,897,622,0.590520079,0.570973902
1519,dec62bd53a03_image,50.01%,0,1,897,623,0.590131579,0.570973902
1520,bc0043b0b2e4_image,50.00%,0,1,897,624,0.58974359,0.570973902
1521,cb006ffb6359_image,49.96%,0,1,897,625,0.58935611,0.570973902
1522,ec6252fdc2a4_image,49.88%,1,0,898,625,0.589625739,0.571610439
1523,779d18c490e9_image,49.86%,1,0,899,625,0.589895013,0.572246976
1524,55a158b0d408_image,49.77%,1,0,900,625,0.590163934,0.572883514
1525,87717257302c_image,49.76%,0,1,900,626,0.589777195,0.572883514
1526,e7f48029ca34_image,49.75%,1,0,901,626,0.590045842,0.573520051
1527,0a93116c50f1_image,49.70%,1,0,902,626,0.590314136,0.574156588
1528,3cfb0ca1d73d_image,49.68%,1,0,903,626,0.59058208,0.574793125
1529,66df9cea79fd_image,49.67%,0,1,903,627,0.590196078,0.574793125
1530,0cdfd3a820cb_image,49.64%,0,1,903,628,0.589810581,0.574793125
1531,5228f2a518c0_image,49.62%,0,1,903,629,0.589425587,0.574793125
1532,f72798142553_image,49.58%,0,1,903,630,0.589041096,0.574793125
1533,da4daa1dd48d_image,49.55%,0,1,903,631,0.588657106,0.574793125
1534,80eab37b6bf1_image,49.54%,0,1,903,632,0.588273616,0.574793125
1535,73cc6794cbb8_image,49.53%,0,1,903,633,0.587890625,0.574793125
1536,9321fdb7956b_image,49.52%,1,0,904,633,0.588158751,0.575429663
1537,09cf9767a7bf_image,49.45%,0,1,904,634,0.587776333,0.575429663
1538,caa6cd6c458b_image,49.44%,1,0,905,634,0.588044185,0.5760662
1539,81cd26817de5_image,49.41%,1,0,906,634,0.588311688,0.576702737
1540,dad11df05809_image,49.36%,0,1,906,635,0.587929916,0.576702737
1541,36d85956f758_image,49.31%,0,1,906,636,0.587548638,0.576702737
1542,a9df9aa64b16_image,49.30%,1,0,907,636,0.587815943,0.577339274
1543,d8ef6a6d4981_image,49.25%,0,1,907,637,0.587435233,0.577339274
1544,e75e554f49ac_image,49.24%,1,0,908,637,0.587702265,0.577975812
1545,4dd9a462b193_image,49.15%,1,0,909,637,0.587968952,0.578612349
1546,32ec1b413763_image,49.14%,0,1,909,638,0.587588882,0.578612349
1547,d71363e4fef1_image,49.01%,1,0,910,638,0.587855297,0.579248886
1548,ad37a4fbedd4_image,48.99%,0,1,910,639,0.587475791,0.579248886
1549,20cde26bb6ff_image,48.99%,0,1,910,640,0.587096774,0.579248886
1550,5662a418a7f0_image,48.91%,1,0,911,640,0.587362992,0.579885423
1551,acd6abf84731_image,48.88%,0,1,911,641,0.586984536,0.579885423
1552,ddd175bfcb35_image,48.87%,0,1,911,642,0.586606568,0.579885423
1553,1f40455598f5_image,48.85%,1,0,912,642,0.586872587,0.580521961
1554,b7f90870e6cb_image,48.84%,0,1,912,643,0.586495177,0.580521961
1555,fe1bd72325f8_image,48.84%,0,1,912,644,0.586118252,0.580521961
1556,b55092ef36fc_image,48.83%,0,1,912,645,0.585741811,0.580521961
1557,45aef07500cc_image,48.83%,0,1,912,646,0.585365854,0.580521961
1558,c1f7a8613aa3_image,48.82%,0,1,912,647,0.584990378,0.580521961
1559,4aac2ad7b8fa_image,48.80%,0,1,912,648,0.584615385,0.580521961
1560,97202fd6e3b1_image,48.80%,0,1,912,649,0.584240871,0.580521961
1561,f5b4e8d1c058_image,48.77%,1,0,913,649,0.584507042,0.581158498
1562,2d53afe5684b_image,48.71%,0,1,913,650,0.584133077,0.581158498
1563,004cbd797cd1_image,48.68%,0,1,913,651,0.583759591,0.581158498
1564,bb1104267164_image,48.65%,1,0,914,651,0.584025559,0.581795035
1565,f6f3ad013608_image,48.64%,0,1,914,652,0.583652618,0.581795035
1566,7c46483f6ef9_image,48.57%,0,1,914,653,0.583280153,0.581795035
1567,d8067f44e3a5_image,48.55%,0,1,914,654,0.582908163,0.581795035
1568,fdb25a936891_image,48.48%,0,1,914,655,0.582536648,0.581795035
1569,bb5ea9bc97fa_image,48.40%,1,0,915,655,0.582802548,0.582431572
1570,6704fd5a65b9_image,48.37%,0,1,915,656,0.582431572,0.582431572
1571,ff339bf108b4_image,48.28%,0,1,915,657,0.582061069,0.582431572
1572,6df74f84cb1b_image,48.26%,0,1,915,658,0.581691036,0.582431572
1573,d8ef6a6d4981_image,48.24%,0,1,915,659,0.581321474,0.582431572
1574,ba90b53ea840_image,48.22%,0,1,915,660,0.580952381,0.582431572
1575,9650650cf7ed_image,48.21%,0,1,915,661,0.580583756,0.582431572
1576,127826b3a8ca_image,48.21%,0,1,915,662,0.580215599,0.582431572
1577,ca28f6c2f672_image,48.13%,0,1,915,663,0.579847909,0.582431572
1578,787a6a770572_image,48.08%,0,1,915,664,0.579480684,0.582431572
1579,8029bfa40f02_image,48.06%,1,0,916,664,0.579746835,0.583068109
1580,08f9fa7120c4_image,48.04%,0,1,916,665,0.579380139,0.583068109
1581,1dfc407d4450_image,47.99%,0,1,916,666,0.579013906,0.583068109
1582,ab37848b342f_image,47.97%,0,1,916,667,0.578648136,0.583068109
1583,eb255becb30a_image,47.95%,0,1,916,668,0.578282828,0.583068109
1584,ef5a412bf92a_image,47.85%,1,0,917,668,0.578548896,0.583704647
1585,0e7027655230_image,47.81%,1,0,918,668,0.578814628,0.584341184
1586,229c496fc08d_image,47.73%,1,0,919,668,0.579080025,0.584977721
1587,c69780c33f5d_image,47.67%,0,1,919,669,0.578715365,0.584977721
1588,b09aee1fb373_image,47.66%,0,1,919,670,0.578351164,0.584977721
1589,510130dcc27b_image,47.58%,0,1,919,671,0.577987421,0.584977721
1590,ff322f8e36c4_image,47.54%,0,1,919,672,0.577624136,0.584977721
1591,85ffddb247ad_image,47.45%,0,1,919,673,0.577261307,0.584977721
1592,bea7d86f79d5_image,47.45%,0,1,919,674,0.576898933,0.584977721
1593,8b21c22d7503_image,47.44%,1,0,920,674,0.577164366,0.585614258
1594,47527c96b001_image,47.41%,0,1,920,675,0.576802508,0.585614258
1595,8d7102bde380_image,47.39%,1,0,921,675,0.577067669,0.586250796
1596,4c41ee92ec4d_image,47.30%,0,1,921,676,0.576706324,0.586250796
1597,e0309637bb7d_image,47.30%,0,1,921,677,0.576345432,0.586250796
1598,709130ce5a22_image,47.29%,1,0,922,677,0.576610381,0.586887333
1599,7f2dab97859c_image,47.27%,1,0,923,677,0.576875,0.58752387
1600,9b531d53c513_image,47.24%,1,0,924,677,0.577139288,0.588160407
1601,4dd9a462b193_image,47.21%,0,1,924,678,0.576779026,0.588160407
1602,4f0c18a7a451_image,47.19%,0,1,924,679,0.576419214,0.588160407
1603,56b70be7b9ec_image,47.19%,0,1,924,680,0.57605985,0.588160407
1604,148e64c35cca_image,47.17%,1,0,925,680,0.576323988,0.588796945
1605,7c46483f6ef9_image,47.15%,0,1,925,681,0.575965131,0.588796945
1606,b98174b36c85_image,47.10%,1,0,926,681,0.576228998,0.589433482
1607,1ed1fa2827c8_image,46.90%,0,1,926,682,0.575870647,0.589433482
1608,6ae5b0d0b1e3_image,46.85%,1,0,927,682,0.576134245,0.590070019
1609,4145f29b1520_image,46.84%,0,1,927,683,0.575776398,0.590070019
1610,9f693a11cdaf_image,46.82%,0,1,927,684,0.575418994,0.590070019
1611,c9dbffec85c8_image,46.79%,0,1,927,685,0.575062035,0.590070019
1612,ac659a88deca_image,46.75%,0,1,927,686,0.574705518,0.590070019
1613,79f32a83d80f_image,46.68%,0,1,927,687,0.574349442,0.590070019
1614,3392e7be5830_image,46.58%,0,1,927,688,0.573993808,0.590070019
1615,4467cda706e7_image,46.58%,0,1,927,689,0.573638614,0.590070019
1616,a18eeacf287a_image,46.57%,0,1,927,690,0.573283859,0.590070019
1617,58f217f3dda7_image,46.56%,0,1,927,691,0.572929543,0.590070019
1618,85ffddb247ad_image,46.52%,1,0,928,691,0.573193329,0.590706556
1619,a18eeacf287a_image,46.45%,0,1,928,692,0.572839506,0.590706556
1620,347de7200418_image,46.38%,0,1,928,693,0.57248612,0.590706556
1621,2ec8c6e591f6_image,46.38%,0,1,928,694,0.572133169,0.590706556
1622,74b2cd2f2c2b_image,46.35%,1,0,929,694,0.572396796,0.591343094
1623,b4b931e5ad31_image,46.35%,0,1,929,695,0.572044335,0.591343094
1624,27c93fadef8a_image,46.29%,0,1,929,696,0.571692308,0.591343094
1625,9bd0005d2873_image,46.29%,0,1,929,697,0.571340713,0.591343094
1626,78298f509c7b_image,46.27%,0,1,929,698,0.570989551,0.591343094
1627,e9c099d7fe7b_image,46.24%,0,1,929,699,0.570638821,0.591343094
1628,709130ce5a22_image,46.23%,0,1,929,700,0.570288521,0.591343094
1629,fdb25a936891_image,46.21%,0,1,929,701,0.56993865,0.591343094
1630,d0a5d4dbfd76_image,46.17%,1,0,930,701,0.57020233,0.591979631
1631,b570de3efeed_image,46.17%,0,1,930,702,0.569852941,0.591979631
1632,124d0765c82a_image,46.10%,1,0,931,702,0.57011635,0.592616168
1633,137a766bb266_image,46.03%,0,1,931,703,0.569767442,0.592616168
1634,ad8d4a5ba8f0_image,46.02%,1,0,932,703,0.570030581,0.593252705
1635,bb5ea9bc97fa_image,46.02%,0,1,932,704,0.569682152,0.593252705
1636,1d9dd17d19fd_image,45.99%,1,0,933,704,0.569945021,0.593889243
1637,5bbc12c5236d_image,45.94%,0,1,933,705,0.56959707,0.593889243
1638,8e882bd6662a_image,45.91%,1,0,934,705,0.569859671,0.59452578
1639,0e7027655230_image,45.85%,1,0,935,705,0.570121951,0.595162317
1640,c726326bbf49_image,45.84%,1,0,936,705,0.570383912,0.595798854
1641,c2f682af3f6a_image,45.81%,0,1,936,706,0.570036541,0.595798854
1642,dbd1ea0edec7_image,45.81%,0,1,936,707,0.569689592,0.595798854
1643,dc8300b52fc2_image,45.76%,0,1,936,708,0.569343066,0.595798854
1644,e3cfb3330b60_image,45.76%,0,1,936,709,0.56899696,0.595798854
1645,eef9600e5493_image,45.74%,0,1,936,710,0.568651276,0.595798854
1646,65b25f2f8b86_image,45.66%,0,1,936,711,0.568306011,0.595798854
1647,ecbd5addfd43_image,45.64%,0,1,936,712,0.567961165,0.595798854
1648,d99dc9055ace_image,45.51%,1,0,937,712,0.568223166,0.596435391
1649,f6654dcc44dd_image,45.50%,0,1,937,713,0.567878788,0.596435391
1650,8e996910e702_image,45.46%,0,1,937,714,0.567534827,0.596435391
1651,30782c5ea39a_image,45.38%,1,0,938,714,0.56779661,0.597071929
1652,8111093dcda1_image,45.33%,1,0,939,714,0.568058076,0.597708466
1653,107ab0822b8d_image,45.24%,0,1,939,715,0.567714631,0.597708466
1654,52b4a3a409e6_image,45.23%,0,1,939,716,0.567371601,0.597708466
1655,7d622deec073_image,45.21%,0,1,939,717,0.567028986,0.597708466
1656,bf670c1f4aa6_image,45.19%,1,0,940,717,0.567290284,0.598345003
1657,4ab9f6b4684d_image,45.16%,0,1,940,718,0.56694813,0.598345003
1658,d4bce67cb700_image,45.08%,0,1,940,719,0.566606389,0.598345003
1659,a464a0534b1e_image,45.07%,0,1,940,720,0.56626506,0.598345003
